      0.0000000000      0.0000000000      0.0123219590
      0.1927056748      0.0282762274      0.0918705423
      0.3609855260      0.1550398806      0.0751726737
      0.4999998828      0.2702095316      0.0563170516
      0.6390143509      0.1550390521      0.0751717577
      0.8072943548      0.0282758859      0.0918716004
      1.0000000000      0.0000000136      0.0121525396
